MANDT,PRCTR,DATBI,KOKRS,DATAB,ERSDA,USNAM,MERKMAL,ABTEI,VERAK,VERAK_USER,WAERS,NPRCTR,LAND1,ANRED,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,STRAS,PFACH,PSTLZ,PSTL2,SPRAS,TELBX,TELF1,TELF2,TELFX,TELTX,TELX1,DATLT,DRNAM,KHINR,BUKRS,VNAME,RECID,ETYPE,TXJCD,REGIO,KVEWE,KAPPL,KALSM,LOGSYSTEM,LOCK_IND,PCA_TEMPLATE,SEGMENT,/SIE/ASP_BUNIT,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,PC-0018,99991231,469H,20151001,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0019,99991231,469X,20201001,20221101,,,,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L60SHPZZ00,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0020,99991231,469X,20191001,20191023,,,CMP,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CMP07099,,,,,,,,,,,X,,CIE,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0021,99991231,469H,20190901,20191022,,,GBS,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0021,99991231,469X,20191001,20191023,,,GBS,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L60SHPBSA0,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0021,99991231,504A,20190901,20191015,,,GBS,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0021,99991231,572S,20190901,20191015,,,GBS,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L61SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0022,20120930,504A,20090101,20091029,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0022,99991231,469H,20091001,20100708,,,SHS_CI,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHP9302,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0022,99991231,504A,20121001,20091029,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0024,20120930,504A,19500101,20090916,,,,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPBT20,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0024,20150930,469H,20091001,20100709,,,,,,,SEG-018,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0024,20190930,504A,20121001,20090916,,,,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPBT20,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0024,99991231,469H,20151001,20100709,,,,,,,SEG-018,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0024,99991231,504A,20191001,20090916,,,,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPBT20,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0025,20120930,504A,20090101,20091029,,,,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0004,20220930,544W,20190901,20191015,,,CDO,,,,SEG-002,,,,,,,,,,,,,P,,,,,,,,,L68SHPSTAT,,,,,,,,,,,X,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0004,99991231,544W,20221001,20191015,,,CDO,,,,SEG-002,,,,,,,,,,,,,P,,,,,,,,,L68SHPSTAT,,,,,,,,,,,X,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0007,20220930,544W,20170901,20180503,,,CMO,,,,SEG-022,,,,,,,,,,,,,E,,,,,,,,,L68SHPMO99,,,,,,,,,,,,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0007,99991231,544W,20221001,20180503,,,CMO,,,,SEG-022,,,,,,,,,,,,,E,,,,,,,,,L68SHPMO99,,,,,,,,,,,X,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0009,20220930,544W,20170901,20180503,,,CRL,,,,SEG-022,,,,,,,,,,,,,E,,,,,,,,,L68SHPMO99,,,,,,,,,,,,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0009,99991231,544W,20221001,20180503,,,CRL,,,,SEG-022,,,,,,,,,,,,,E,,,,,,,,,L68SHPMO99,,,,,,,,,,,X,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0021,20220930,544W,20190901,20191015,,,GBS,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L68SHPSTAT,,,,,,,,,,,X,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0021,99991231,544W,20221001,20191015,,,GBS,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L68SHPSTAT,,,,,,,,,,,X,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0022,20220930,544W,20170901,20180608,,,HSC,,,,SEG-010,,,,,,,,,,,,,E,,,,,,,,,L68SHPSTAT,,,,,,,,,,,X,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0022,99991231,544W,20221001,20180608,,,HSC,,,,SEG-010,,,,,,,,,,,,,E,,,,,,,,,L68SHPSTAT,,,,,,,,,,,X,,,,20251015,130901,2025-10-15 13:09:05.361,2025-10-15 13:11:01.426
500,PC-0652,20240930,469X,20221001,20200924,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L60SHP9000,,,,,,,,,,,,,,,20251021,134027,2025-10-21 13:40:38.362,2025-10-21 14:11:20.941
500,PC-0725,20250930,469H,20231001,20150924,,,SHS DX FI LA,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHP8000,,,,,,,,,,,,,,,20251022,135132,2025-10-22 13:51:39.778,2025-10-22 14:12:05.462
500,PC-0010,99991231,469X,20191001,20191023,,,X,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM99,,,,,,,,,,,,,,,20251029,145708,2025-10-29 14:57:15.064,2025-10-29 15:12:36.751
500,PC-0008,99991231,469X,20191001,20191023,,,CMP,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CMP01281,,,,,,,,,,,X,,,,20251208,142548,2025-12-08 14:25:55.245,2025-12-08 14:40:05.563
500,PC-0242,20250930,469X,20241001,20240116,,,DI MC PRJ,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI20,,,,,,,,,,,,,,,20260303,175945,2026-03-03 18:05:54.789,2026-03-03 18:09:49.204
500,PC-0657,20240930,469X,20191001,20191209,,,CIT019,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L60SHP9000,,,,,,,,,,,,,,,20251127,200538,2025-11-27 20:05:49.328,2025-11-27 20:39:48.235
500,PC-0024,99991231,469X,20191001,20191023,,,SBT,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPBT20,,,,,,,,,,,X,,,,20251127,200538,2025-11-27 20:05:49.328,2025-11-27 20:39:48.235
500,PC-0666,20240930,469X,20231101,20231208,,,RC-BR P&O,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L60SHP9000,,,,,,,,,,,,,,,20251030,184759,2025-10-30 18:49:19.357,2025-10-30 19:10:10.569
500,PC-0230,20250930,469X,20220901,20220918,,,SDI FA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI10,,,,,,,,,,,,,,,20251030,184759,2025-10-30 18:49:19.357,2025-10-30 19:10:10.569
500,PC-0235,20250930,469X,20231001,20231003,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI20,,,,,,,,,,,,,,,20251030,184759,2025-10-30 18:49:19.357,2025-10-30 19:10:10.569
500,PC-0231,20250930,469X,20220901,20220918,,,SDI FA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI10,,,,,,,,,,,,,,,20251030,184759,2025-10-30 18:49:19.357,2025-10-30 19:10:10.569
500,PC-0061,20250930,469X,20191001,20191023,,,SI DS S,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20251030,191542,2025-10-30 19:18:01.946,2025-10-30 19:39:47.565
500,PC-0025,20190930,504A,20121001,20091029,,,,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0025,99991231,469H,20090101,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0025,99991231,469X,20191001,20191211,,,,,,,SEG-024,,,,,,,,,,,,,P,,,,,,,,,L60SHP9100,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0026,20150930,469H,20090101,20100709,,,,,,,SEG-011,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0026,20190930,504A,20090101,20091029,,,,,,,SEG-024,,,,,,,,,,,,,P,,,,,,,,,L82SHPPD99,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0026,99991231,469H,20151001,20100709,,,,,,,SEG-011,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0026,99991231,469X,20191001,20191023,,,SPD DIFF,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD99,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0027,20130930,504A,20090101,20091029,,,I IA Others,,,,SEG-019,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0027,20190930,504A,20131001,20091029,,,I IA Others,,,,SEG-019,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0027,99991231,469H,20090101,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0027,99991231,469X,20191001,20191023,,,SDF DIFF,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDF99,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0028,20120930,504A,20090101,20091029,,,,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHPMT20,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0028,20150930,469H,20091001,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0028,99991231,469H,20151001,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0028,99991231,504A,20121001,20091029,,,,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHPMT20,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0029,20120930,504A,20090101,20091029,,,,,,,SEG-022,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0029,20140930,504A,20121001,20091029,,,,,,,SEG-022,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0029,20190930,504A,20141001,20091029,,,,,,,SEG-022,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0029,99991231,469H,20091001,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0030,20150930,469H,19500101,20110922,,,X,,,,SEG-012,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0030,99991231,469H,20151001,20110922,,,X,,,,SEG-012,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0030,99991231,504A,19500101,20110922,,,X,,,,SEG-012,,,,,,,,,,,,,P,,,,,,,,,L82SHPMT20,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0032,20150930,469H,20090101,20100709,,,,,,,SEG-013,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0032,99991231,469H,20151001,20100709,,,,,,,SEG-013,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0032,99991231,469X,20200301,20211106,,,,,,,SEG-013,,,,,,,,,,,,,P,,,,,,,,,L60SHPZZ00,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0033,99991231,469X,20191001,20200827,,,IOT,,,,SEG-014,,,,,,,,,,,,,P,,,,,,,,,L60SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0034,99991231,469X,20200301,20211106,,,,,,,SEG-015,,,,,,,,,,,,,P,,,,,,,,,L60SHPZZ00,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0035,20130930,469H,20100101,20100709,,,OOP - OOP19,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0035,20150930,469H,20131001,20100709,,,OOP - OOP19,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0035,20160930,469H,20151001,20100709,,,OOP - OOP19,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0035,20190930,504A,20090101,20091029,,,OOP - OOP19,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0035,20220930,469H,20161001,20100709,,,OOP - OOP19,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0035,99991231,469H,20221001,20100709,,,OOP - OOP19,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0035,99991231,469X,20191001,20191022,,,OOP19,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CIT01987,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0036,99991231,469X,20200301,20211130,,,,,,,SEG-016,,,,,,,,,,,,,P,,,,,,,,,L60SHPZZ00,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0037,99991231,469X,20191001,20191023,,,CMP,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CMP07099,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0038,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,SWP,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0039,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0040,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,SWP,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0041,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,SWP,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0042,99991231,469X,20191001,20191022,,,ER,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CMP07099,,,,,,,,,,,X,,CIE,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0043,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,SWP,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0044,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0045,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0046,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0047,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,SWP,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0048,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,SWP,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0049,99991231,469X,20191001,20191024,,,CMP,,,,SEG-027,,,,,,,,,,,,,P,,,,,,,,,L60SHPWP10,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0332,20240930,469X,20191001,20191023,,,SI BP,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPBT16,,,,,,,,,,,X,,,,20250930,213644,2025-09-30 21:37:51.784,2025-09-30 21:39:36.395
500,PC-0050,99991231,469X,20191001,20191022,,,CMP,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L60SHPWPGO,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0051,99991231,469X,20191001,20191023,,,CMP,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CMP07099,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0678,20240930,469X,20191001,20191023,,,GBS PS,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L60SHP9430,,,,,,,,,,,,,,,20250930,200128,2025-09-30 20:04:22.610,2025-09-30 20:10:10.478
500,PC-0694,20240930,469X,20191001,20191023,,,GBS PTI,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L60SHP9420,,,,,,,,,,,,,,,20250930,200307,2025-09-30 20:04:22.610,2025-09-30 20:10:10.478
500,PC-0233,20240930,469X,20230601,20220928,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI20,,,,,,,,,,,,,,,20250930,195943,2025-09-30 19:59:55.445,2025-09-30 20:10:10.478
500,PC-0159,20240930,469X,20191001,20191023,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD20,,,,,,,,,,,,,,,20250930,195011,2025-09-30 19:50:52.111,2025-09-30 20:10:10.478
500,PC-0168,20240930,469X,20191001,20191023,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD10,,,,,,,,,,,,,,,20250930,195011,2025-09-30 19:50:52.111,2025-09-30 20:10:10.478
500,PC-0133,20240930,469X,20211001,20191023,,,SDI FA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI10,,,,,,,,,,,,,,,20250930,194846,2025-09-30 19:50:52.111,2025-09-30 20:10:10.478
500,PC-0237,20240930,469X,20240101,20240116,,,SDI FA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI10,,,,,,,,,,,,,,,20250930,195943,2025-09-30 19:59:55.445,2025-09-30 20:10:10.478
500,PC-0124,20240930,469X,20191001,20191023,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD10,,,,,,,,,,,,,,,20250930,194846,2025-09-30 19:50:52.111,2025-09-30 20:10:10.478
500,PC-0240,20240930,469X,20240101,20240116,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI20,,,,,,,,,,,,,,,20250930,195943,2025-09-30 19:59:55.445,2025-09-30 20:10:10.478
500,PC-0134,20240930,469X,20191001,20191023,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDF20,,,,,,,,,,,,,,,20250930,194846,2025-09-30 19:50:52.111,2025-09-30 20:10:10.478
500,PC-0158,20240930,469X,20191001,20191023,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDF20,,,,,,,,,,,,,,,20250930,195011,2025-09-30 19:50:52.111,2025-09-30 20:10:10.478
500,PC-0239,20240930,469X,20240101,20240116,,,SDI FA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI10,,,,,,,,,,,,,,,20250930,195943,2025-09-30 19:59:55.445,2025-09-30 20:10:10.478
500,PC-0238,20240930,469X,20240101,20240116,,,SDI FA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI10,,,,,,,,,,,,,,,20250930,195943,2025-09-30 19:59:55.445,2025-09-30 20:10:10.478
500,PC-0126,20240930,469X,20191001,20191023,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDF20,,,,,,,,,,,,,,,20250930,194846,2025-09-30 19:50:52.111,2025-09-30 20:10:10.478
500,PC-0064,99991231,469X,20191001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0062,20220930,469X,20191001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
500,PC-0062,99991231,469X,20221001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
500,PC-0069,20220930,469X,20191001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
500,PC-0069,99991231,469X,20221001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
500,PC-0070,20220930,469X,20191001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
500,PC-0070,99991231,469X,20221001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
500,PC-0071,20220930,469X,20191001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
500,PC-0071,99991231,469X,20221001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
500,PC-0076,20220930,469X,20191001,20191023,,,SI EA O,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPEM10,,,,,,,,,,,,,,,20250212,192158,2025-02-12 19:25:01.244,2025-02-12 19:42:42.888
